Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
"16,17",Melanoma of skin; Non-melanoma skin cancer,332,Haiti,2,0,71,2045,107,36,50.7042,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,332,Haiti,2,0,71,2050,121,50,70.4225,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2022,117,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2025,110,-7,-5.9829,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2030,135,18,15.3846,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2035,166,49,41.8803,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2040,201,84,71.7949,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2045,241,124,105.9829,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,340,Honduras,2,0,117,2050,287,170,145.2991,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2022,2767,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2025,2808,41,1.4817,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2030,2898,131,4.7344,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2035,2971,204,7.3726,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2040,3013,246,8.8905,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2045,3029,262,9.4687,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,348,Hungary,2,0,2767,2050,3053,286,10.3361,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2022,81,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2025,87,6,7.4074,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2030,98,17,20.9877,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2035,110,29,35.8025,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2040,121,40,49.3827,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2045,130,49,60.4938,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,352,Iceland,2,0,81,2050,137,56,69.1358,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2022,6358,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2025,7024,666,10.475,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2030,8140,1782,28.0277,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2035,9343,2985,46.9487,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2040,10604,4246,66.782,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2045,11902,5544,87.1972,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,356,India,2,0,6358,2050,13221,6863,107.9427,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2022,4313,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2025,4789,476,11.0364,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2030,5532,1219,28.2634,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2035,6368,2055,47.6466,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2040,7296,2983,69.163,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2045,8253,3940,91.3517,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,360,Indonesia,2,0,4313,2050,9163,4850,112.4507,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2022,1459,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2025,1825,366,25.0857,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2030,2201,742,50.8568,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2035,2614,1155,79.1638,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2040,3054,1595,109.3215,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2045,3509,2050,140.5072,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,364,Iran (Islamic Republic of),2,0,1459,2050,3964,2505,171.6929,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2022,240,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2025,292,52,21.6667,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2030,353,113,47.0833,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2035,430,190,79.1667,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2040,517,277,115.4167,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2045,613,373,155.4167,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,368,Iraq,2,0,240,2050,719,479,199.5833,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2022,2265,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2025,2481,216,9.5364,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2030,2848,583,25.7395,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2035,3247,982,43.3554,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2040,3639,1374,60.6623,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2045,4029,1764,77.8808,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,372,Ireland,2,0,2265,2050,4420,2155,95.1435,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2022,722,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2025,757,35,4.8476,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2030,841,119,16.482,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2035,937,215,29.7784,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2040,1032,310,42.9363,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2045,1123,401,55.5402,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,376,Israel,2,0,722,2050,1219,497,68.8366,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2022,16388,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2025,16455,67,0.4088,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2030,17143,755,4.607,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2035,17925,1537,9.3788,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2040,18730,2342,14.2909,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2045,19556,3168,19.3312,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,380,Italy,2,0,16388,2050,20177,3789,23.1206,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2022,185,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2025,200,15,8.1081,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2030,240,55,29.7297,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2035,287,102,55.1351,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2040,342,157,84.8649,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2045,397,212,114.5946,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,384,"C̫te d'Ivoire",2,0,185,2050,457,272,147.027,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2022,39,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2025,35,-4,-10.2564,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2030,41,2,5.1282,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2035,46,7,17.9487,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2040,53,14,35.8974,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2045,58,19,48.7179,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,388,Jamaica,2,0,39,2050,63,24,61.5385,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2022,6516,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2025,7060,544,8.3487,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2030,7500,984,15.1013,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2035,7792,1276,19.5826,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2040,7711,1195,18.3395,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2045,7560,1044,16.0221,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,392,Japan,2,0,6516,2050,7634,1118,17.1578,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2022,1536,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2025,1587,51,3.3203,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2030,1809,273,17.7734,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2035,2037,501,32.6172,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2040,2241,705,45.8984,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2045,2421,885,57.6172,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,398,Kazakhstan,2,0,1536,2050,2593,1057,68.8151,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2022,90,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2025,103,13,14.4444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2030,125,35,38.8889,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2035,153,63,70,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2040,185,95,105.5556,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2045,220,130,144.4444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,400,Jordan,2,0,90,2050,256,166,184.4444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2022,497,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2025,556,59,11.8712,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2030,665,168,33.8028,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2035,794,297,59.7586,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2040,947,450,90.5433,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2045,1125,628,126.3581,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,404,Kenya,2,0,497,2050,1321,824,165.7948,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2022,232,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2025,256,24,10.3448,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2030,277,45,19.3966,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2035,295,63,27.1552,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2040,317,85,36.6379,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2045,342,110,47.4138,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,408,Korea (Democratic People Republic of),2,0,232,2050,361,129,55.6034,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2022,3214,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2025,3699,485,15.0902,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2030,4335,1121,34.8787,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2035,5016,1802,56.0672,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2040,5744,2530,78.7181,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2045,6429,3215,100.0311,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,410,Republic of Korea,2,0,3214,2050,6905,3691,114.8413,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2022,13,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2025,18,5,38.4615,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2030,22,9,69.2308,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2035,27,14,107.6923,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2040,32,19,146.1538,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2045,35,22,169.2308,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,414,Kuwait,2,0,13,2050,34,21,161.5385,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2022,163,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2025,141,-22,-13.4969,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2030,174,11,6.7485,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2035,231,68,41.7178,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2040,296,133,81.5951,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2045,360,197,120.8589,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,417,Kyrgyzstan,2,0,163,2050,413,250,153.3742,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2022,69,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2025,75,6,8.6957,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2030,89,20,28.9855,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2035,105,36,52.1739,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2040,124,55,79.7101,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2045,145,76,110.1449,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,418,"Lao People's Democratic Republic",2,0,69,2050,168,99,143.4783,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2022,163,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2025,170,7,4.2945,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2030,190,27,16.5644,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2035,214,51,31.2883,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2040,238,75,46.0123,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2045,259,96,58.8957,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,422,Lebanon,2,0,163,2050,277,114,69.9387,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2022,38,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2025,34,-4,-10.5263,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2030,39,1,2.6316,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2035,44,6,15.7895,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2040,49,11,28.9474,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2045,51,13,34.2105,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,426,Lesotho,2,0,38,2050,54,16,42.1053,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2022,372,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2025,373,1,0.2688,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2030,363,-9,-2.4194,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2035,355,-17,-4.5699,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2040,348,-24,-6.4516,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2045,339,-33,-8.871,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,428,Latvia,2,0,372,2050,327,-45,-12.0968,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2022,50,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2025,54,4,8,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2030,62,12,24,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2035,71,21,42,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2040,83,33,66,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2045,96,46,92,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,430,Liberia,2,0,50,2050,111,61,122,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2022,38,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2025,43,5,13.1579,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2030,52,14,36.8421,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2035,62,24,63.1579,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2040,73,35,92.1053,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2045,85,47,123.6842,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,434,Libya,2,0,38,2050,98,60,157.8947,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2022,331,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2025,329,-2,-0.6042,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2030,330,-1,-0.3021,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2035,333,2,0.6042,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2040,334,3,0.9063,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2045,330,-1,-0.3021,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,440,Lithuania,2,0,331,2050,319,-12,-3.6254,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2022,288,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2025,312,24,8.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2030,348,60,20.8333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2035,394,106,36.8056,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2040,449,161,55.9028,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2045,509,221,76.7361,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,442,Luxembourg,2,0,288,2050,567,279,96.875,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2022,451,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2025,515,64,14.1907,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2030,616,165,36.5854,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2035,732,281,62.306,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2040,862,411,91.1308,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2045,1007,556,123.2816,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,450,Madagascar,2,0,451,2050,1162,711,157.6497,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2022,327,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2025,352,25,7.6453,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2030,429,102,31.1927,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2035,524,197,60.2446,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2040,640,313,95.7187,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2045,772,445,136.0856,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,454,Malawi,2,0,327,2050,911,584,178.5933,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2022,293,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2025,337,44,15.0171,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2030,405,112,38.2253,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2035,483,190,64.8464,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2040,571,278,94.8805,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2045,663,370,126.2799,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,458,Malaysia,2,0,293,2050,759,466,159.0444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2022,2,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2025,2,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2030,3,1,50,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2035,3,1,50,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2040,4,2,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2045,6,4,200,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,462,Maldives,2,0,2,2050,6,4,200,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2022,214,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2025,232,18,8.4112,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2030,276,62,28.972,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2035,333,119,55.6075,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2040,403,189,88.3178,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2045,487,273,127.5701,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,466,Mali,2,0,214,2050,585,371,173.3645,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2022,66,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2025,78,12,18.1818,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2030,85,19,28.7879,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2035,93,27,40.9091,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2040,99,33,50,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2045,104,38,57.5758,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,470,Malta,2,0,66,2050,106,40,60.6061,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2022,52,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2025,53,1,1.9231,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2030,58,6,11.5385,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2035,62,10,19.2308,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2040,65,13,25,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2045,67,15,28.8462,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,474,"France, Martinique",2,0,52,2050,67,15,28.8462,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2022,47,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2025,48,1,2.1277,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,478,Mauritania,2,0,47,2030,57,10,21.2766,0
