Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Change in number of cases,Change in number of cases due to population,Change in number of cases due to risk
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2035,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2040,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2045,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,678,Sao Tome and Principe,2,0,0,2050,0,0,,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2022,164,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2025,173,9,5.4878,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2030,227,63,38.4146,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2035,298,134,81.7073,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2040,384,220,134.1463,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2045,488,324,197.561,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,682,Saudi Arabia,2,0,164,2050,602,438,267.0732,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2022,203,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2025,220,17,8.3744,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2030,265,62,30.5419,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2035,321,118,58.1281,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2040,388,185,91.133,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2045,470,267,131.5271,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,686,Senegal,2,0,203,2050,564,361,177.8325,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2022,988,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2025,944,-44,-4.4534,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2030,991,3,0.3036,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2035,1032,44,4.4534,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2040,1052,64,6.4777,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2045,1059,71,7.1862,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,688,Serbia,2,0,988,2050,1065,77,7.7935,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2022,2,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2025,2,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2030,3,1,50,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2035,3,1,50,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2040,4,2,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2045,4,2,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,694,Sierra Leone,2,0,2,2050,4,2,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2022,196,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2025,227,31,15.8163,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2030,288,92,46.9388,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2035,360,164,83.6735,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2040,437,241,122.9592,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2045,502,306,156.1224,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,702,Singapore,2,0,196,2050,550,354,180.6122,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2022,1340,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2025,1399,59,4.403,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2030,1564,224,16.7164,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2035,1767,427,31.8657,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2040,1941,601,44.8507,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2045,2044,704,52.5373,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,703,Slovakia,2,0,1340,2050,2107,767,57.2388,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2022,771,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2025,861,90,11.6732,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2030,1008,237,30.7393,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2035,1169,398,51.6213,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2040,1326,555,71.9844,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2045,1468,697,90.4021,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,704,Viet Nam,2,0,771,2050,1596,825,107.0039,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2022,614,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2025,628,14,2.2801,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2030,665,51,8.3062,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2035,709,95,15.4723,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2040,749,135,21.987,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2045,775,161,26.2215,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,705,Slovenia,2,0,614,2050,793,179,29.1531,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2022,160,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2025,178,18,11.25,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2030,211,51,31.875,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2035,251,91,56.875,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2040,298,138,86.25,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2045,356,196,122.5,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,706,Somalia,2,0,160,2050,424,264,165,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2022,5522,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2025,6505,983,17.8015,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2030,7493,1971,35.6936,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2035,8486,2964,53.6762,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2040,9534,4012,72.6548,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2045,10657,5135,92.9917,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,710,South Africa,2,0,5522,2050,11752,6230,112.8214,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2022,355,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2025,405,50,14.0845,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2030,467,112,31.5493,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2035,543,188,52.9577,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2040,641,286,80.5634,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2045,763,408,114.9296,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,716,Zimbabwe,2,0,355,2050,906,551,155.2113,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2022,8513,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2025,8818,305,3.5828,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2030,9555,1042,12.2401,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2035,10461,1948,22.8827,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2040,11430,2917,34.2652,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2045,12404,3891,45.7066,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,724,Spain,2,0,8513,2050,13220,4707,55.2919,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2022,104,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2025,108,4,3.8462,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2030,126,22,21.1538,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2035,144,40,38.4615,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2040,166,62,59.6154,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2045,188,84,80.7692,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,728,South Sudan,2,0,104,2050,211,107,102.8846,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2022,359,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2025,393,34,9.4708,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2030,467,108,30.0836,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2035,544,185,51.532,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2040,628,269,74.9304,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2045,730,371,103.3426,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,729,Sudan,2,0,359,2050,853,494,137.6045,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2022,9,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2025,10,1,11.1111,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2030,11,2,22.2222,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2035,13,4,44.4444,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2040,14,5,55.5556,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2045,15,6,66.6667,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,740,Suriname,2,0,9,2050,16,7,77.7778,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2022,25,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2025,28,3,12,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2030,32,7,28,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2035,36,11,44,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2040,41,16,64,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2045,45,20,80,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,748,Eswatini,2,0,25,2050,50,25,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2022,5818,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2025,6199,381,6.5486,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2030,6708,890,15.2974,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2035,7132,1314,22.5851,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2040,7454,1636,28.1196,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2045,7795,1977,33.9807,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,752,Sweden,2,0,5818,2050,8200,2382,40.9419,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2022,5470,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2025,5755,285,5.2102,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2030,6387,917,16.7642,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2035,7050,1580,28.8848,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2040,7720,2250,41.1335,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2045,8415,2945,53.8391,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,756,Switzerland,2,0,5470,2050,9047,3577,65.3931,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2022,211,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2025,268,57,27.0142,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2030,337,126,59.7156,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2035,416,205,97.1564,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2040,509,298,141.2322,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2045,610,399,189.0995,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,760,Syrian Arab Republic,2,0,211,2050,721,510,241.7062,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2022,42,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2025,46,4,9.5238,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2030,55,13,30.9524,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2035,66,24,57.1429,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2040,81,39,92.8571,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2045,100,58,138.0952,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,762,Tajikistan,2,0,42,2050,119,77,183.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2022,1772,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2025,2157,385,21.7269,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2030,2544,772,43.5666,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2035,2950,1178,66.4786,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2040,3343,1571,88.6569,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2045,3680,1908,107.6749,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,764,Thailand,2,0,1772,2050,3919,2147,121.1625,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2022,109,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2025,124,15,13.7615,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2030,146,37,33.945,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2035,170,61,55.9633,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2040,198,89,81.6514,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2045,229,120,110.0917,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,768,Togo,2,0,109,2050,262,153,140.367,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2022,7,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2025,8,1,14.2857,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2030,9,2,28.5714,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2035,11,4,57.1429,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2040,13,6,85.7143,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2045,14,7,100,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,780,Trinidad and Tobago,2,0,7,2050,16,9,128.5714,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2022,39,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2025,43,4,10.2564,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2030,54,15,38.4615,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2035,68,29,74.359,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2040,85,46,117.9487,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2045,100,61,156.4103,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,784,United Arab Emirates,2,0,39,2050,110,71,182.0513,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2022,236,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2025,259,23,9.7458,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2030,308,72,30.5085,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2035,362,126,53.3898,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2040,419,183,77.5424,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2045,475,239,101.2712,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,788,Tunisia,2,0,236,2050,526,290,122.8814,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2022,3886,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2025,3960,74,1.9043,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2030,4639,753,19.3773,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2035,5389,1503,38.6773,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2040,6175,2289,58.9038,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2045,6968,3082,79.3103,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,792,TÃ¼rkiye,2,0,3886,2050,7744,3858,99.2795,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2022,159,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2025,177,18,11.3208,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2030,213,54,33.9623,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2035,255,96,60.3774,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2040,296,137,86.1635,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2045,334,175,110.0629,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,795,Turkmenistan,2,0,159,2050,373,214,134.5912,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2022,361,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2025,367,6,1.662,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2030,452,91,25.2078,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2035,556,195,54.0166,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2040,678,317,87.8116,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2045,822,461,127.7008,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,800,Uganda,2,0,361,2050,991,630,174.5152,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2022,4708,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2025,4694,-14,-0.2974,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2030,4928,220,4.6729,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2035,5107,399,8.4749,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2040,5206,498,10.5777,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2045,5220,512,10.8751,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,804,Ukraine,2,0,4708,2050,5131,423,8.9847,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2022,150,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2025,159,9,6,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2030,186,36,24,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2035,212,62,41.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2040,236,86,57.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2045,257,107,71.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,807,North Macedonia,2,0,150,2050,275,125,83.3333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2022,948,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2025,1045,97,10.2321,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2030,1228,280,29.5359,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2035,1435,487,51.3713,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2040,1663,715,75.4219,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2045,1909,961,101.3713,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,818,Egypt,2,0,948,2050,2167,1219,128.5865,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2022,22296,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2025,23175,879,3.9424,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2030,25088,2792,12.5224,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2035,27048,4752,21.3132,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2040,28758,6462,28.9828,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2045,30427,8131,36.4684,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,826,United Kingdom,2,0,22296,2050,31904,9608,43.0929,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2022,840,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2025,1015,175,20.8333,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2030,1229,389,46.3095,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2035,1474,634,75.4762,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2040,1760,920,109.5238,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2045,2109,1269,151.0714,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,834,"Tanzania, United Republic of",2,0,840,2050,2543,1703,202.7381,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2022,234784,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2025,249910,15126,6.4425,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2030,284453,49669,21.1552,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2035,318973,84189,35.8581,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2040,348197,113413,48.3053,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2045,368971,134187,57.1534,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,840,United States of America,2,0,234784,2050,382192,147408,62.7845,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2022,201,0,0,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2025,230,29,14.4279,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2030,271,70,34.8259,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2035,322,121,60.199,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2040,387,186,92.5373,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2045,461,260,129.3532,0
"16,17",Melanoma of skin; Non-melanoma skin cancer,854,Burkina Faso,2,0,201,2050,543,342,170.1493,0
